Name;Test;Gordonpunkte;GF1;GF2;GF3;GF4;GF5;GF6;GF7;GF8;GF9;GF10;GF11;GF12;GF13;GF14;GF15;GF16;GF17;GF18;GF19;GF20;GF21;GF22;GF23;GF24;GF25;GF26;GF27;GF28;GF29;GF30;D1124;D110akod;D110a;D110a15;D110a25;D110a35;D113akod;D113a;D113a16;D113a26;D113a56;D114a;D114c;D114d;D115a23;D115c12;D116;D11613;D118eMCeinfach;D119a;D119b13;D12012;D12022;D17;D19kod;D1916;D1926;D21dkod;D21c12;D21c22;D21d;D23b;D24a;D24b;D24e;D24h;D25a;D26a55;D26b1;D26b2;D110b12bzw.D3;D31a;D31b;D32kod;D32;D34akod;D34a;D36a;D36b;D37b;D37c;D41dkod;D41d;D41f1;D41f2;D41f3;D4215;D4235;D43a23;D43a33;D44a44;D45a14;D45a24;D45b26;Geschlecht;TK1;TK2;TK3;Vollzeit;V_Vater;V_Mutter;Teilzeit;T_Vater;T_Mutter;Arbeitslos;A_Vater;A_Mutter;Diverses;D_Vater;D_Mutter;MFam1;MFam2;MFam3;MFam4;MFam5;K1_del;K2;K3;K4;K5;K6;MS;MS1;MS2;MS3;MS4;MS5;MS6;FU1;FU2;FU3;FU4;FU5;IM1;IM2;IM3;B1;B2;B3;B4;Dis;Dis1;Dis2;Dis3;Dis4;Dis5;Dis6;Unt1;Unt2;Unt3;Unt4;Unt5;Unt6;Unt7;Unt8;Inst.Erfahrung;Alter;welcheInstrumente;Instrument1;Instrument2;Instrument3;I1_5J;I1_6J;I1_7J;I1_8J;I1_9J;I1_10J;I1_11J;I1_12J;I1_13J;I2_5J;I2_6J;I2_7J;I2_8J;I2_9J;I2_10J;I2_11J;I2_12J;I2_13J;I3_5J;I3_6J;I3_7J;I3_8J;I3_9J;I3_10J;I3_11J;I3_12J;I3_13J;Orch.Erfahrung;Chor_1Ja;Chor.in.Schule;Chor.außerhalb;Chor.nein;Früherziehung;Geb.Land;Mus1.Klasse;Mus2.Klasse;Mus3.Klasse;Mus4.Klasse;Mus5.Klasse;Mus6.Klasse;Note5.Klasse;Note6.1Klasse;Bücheranzahl;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;Mutterland;Vaterland;Spr.zuHause;Spr.mitEltern;Theta_achieve;Theta_Gordon;Theta_D1_4;Theta_D1;Theta_D2;Theta_D3;Theta_D4;erstTheta_D1;erstTheta_D2;erstTheta_D3;erstTheta_D4;erstTheta_U;erstTheta_D1_4;TKkod;MFamkod;Kkod;MSkod;FUkod;IMkod;Bkod;Diskod;Untkod;Chorkod;Früherkod;MusKlkod;Muskldicho;Bücherkod;Wkod;Mutterkod;Vaterkod;Geb.landkod;Migrationkoddich;Migrationkod;Theta_Vek;GF1kod;GF2kod;GF3kod;GF4kod;GF5kod;GF6kod;GF7kod;GF8kod;GF9kod;GF10kod;GF11kod;GF12kod;GF13kod;GF14kod;GF15kod;GF16kod;GF17kod;GF18kod;GF19kod;GF20kod;GF21kod;GF22kod;GF23kod;GF24kod;GF25kod;GF26kod;GF27kod;GF28kod;GF29kod;GF30kod;testvar2;unbegabtrekod;wwwkod;kkkkod;Notekod;theta_achieve_ausreiser
27, Schüler;test27;42;1;0;0;1;0;0;0;0;-1;1;-1;0;0;0;0;0;-1;-1;0;2;0;0;0;0;0;1;-1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;2;2;1;0;0;0;1;1;1;0;0;0;1;0;4;0;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;1;0;1;1;3;4;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;2;2;3;2;4;1;1;1;1;4;1;4;3;2;2;2;2;3;2;2;2;2;3;3;3;3;3;2;2; ;2;2;2;2;2;2;1;4;2; ;2;2;2;2;0;12;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;Deutschland;2;2;1;2;1;1;3;4;3;1;0;1;1;1;1;1;1;0;0;0;1;1;in der Türkei;in Deutschland;Deutsch und Türkisch;Deutsch und Türkisch;,1924634;-2,37817;-,934185;-,37322;,47632;-1,09379;-2,74605;-,30932;,22539;-1,09376;-1,95738;-,61617;-,7837675;,416666666666667;2,2;1;2,2;2,2;3;2,5;2; ;0;0;,5;0;0;,692307692307692;1;1;0;1;2;8,50563192029846;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0; ;1;,692307692307692;,2;7;,1924634
3, Schüler;test3;40;-1;0;0;0;1;2;0;-1;2;1;-1;0;2;-1;-1;0;-1;-1;1;-1;0;-1;1;-1;0;0;-1;0;2;-1;0;0;0;1;0;1;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;3;0;0;0;1;0;0;1;1;1;1;1;0;0;3;1;6;1;0;1;0;1;6;1;1;0;1;0;0;1;0;0;0;1;1;3;4;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;2;2;2;2;4;1;4;2;3;2;3;2;2;2;2;1;2;2;2;2;2;2;3;3;3;2;3;3;4; ;3;2;2;2;2;2;2;4;3;3;4;3;4;3;1;11;Flöte1;1;übersprungen;übersprungen;0;0;0;4;5;6;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;2;2;1;1;1;1;2;2;4;1;1;1;1;1;1;1;1;0;1;1;1;1;Deutschland;Deutschland;Deutsch;Deutch;,2819475;-,5835;,0885275;-,03043;,11734;-,0144;,2816;-,30932;-,12521;-,01445;,05338;-,13098;-,0989;,416666666666667;2;2,5;1,8;2;3;3;2,16666666666667;3,22222222222222;0;0;,666666666666667;0;1;,923076923076923;0;0;0;0;0;9,65023497345013;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;,03208;3;,923076923076923;,466666666666667;4;,2819475
7, Schüler;test7;45;0;2;-1;0;0;-1;1;0;2;0;0;0;0;1;-1;1;0;2;0;-1;0;2;-1;-1;-1;0;-1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;2;1;6;0;1;0;0;0;3;1;1;0;0;1;0;0;1;0;0;1;0;2;5;1; ;1;0;übersprungen; ; ;übersprungen; ; ; ;0;2;3;1;3;1;1;3;2;1;1;2;3;1;4;2;1;2;1;1;1;1;1;1;1;4;3;4;2;1;3;1; ;4;2;2;2;2;3;2;2;4;3;3;4;2;1;0;13;klavier auf handy;2;übersprungen;übersprungen;0;0;0;0;0;0;0;8;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;0;0;0;0;1;deutschland;Vater;türkisch;was eht dich das an türkisch;-,5952843;-1,02141;-1,0164175;-1,56646;-1,24877;-1,09379;-,15665;-1,72188;-1,47223;-1,09376;-,36772;-1,16474;-1,1638975;,416666666666667;1,8;1,5;1,4;1;3,66666666666667;1,75;2,5;2,77777777777778;0;0;1;1;0;,692307692307692;0;1;0;1;1;7,86044589917773;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0; ;1;,692307692307692;,266666666666667;3;-,5952843
16, Schüler;test16;54;1;-1;0;0;1;2;-1;0;2;1;0;1;0;0;1;0;-1;0;0;2;1;0;1;2;1;0;-1;0;2;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;3;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;5;0;0;0;0;0;5;0;0;0;0;1;0;1;0;1;0;1;1;1;3;1;übersprungen; ; ; ;0;2;übersprungen; ; ; ;1;0;1;2;3;1;3;2;1;1;1;1;1;3;2;4;3;3;2;2;4;4;4;3;4;1;1;2;4;2;2;4; ;3;3;2;4;4;3;4;4;2;3;3;2;1;1;0;12;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;Deutschland;2;2;2;2;2;2;2;2;4;1;1;0;1;1;1;1;1;0;1;1;1;0;Deutschland;Deutschland;Deutsch;Deutsch;-1,1186219;,00047;-1,0083775;-,37322;,11734;-2,62906;-1,14857;-,30932;-,12521;-2,62894;-,81994;-,71955;-,9708525;,166666666666667;2;1;2,8;3,8;1,33333333333333;3;3,16666666666667;2,33333333333333;0;0;0;0;1;,769230769230769;0;0;0;0;0;8,16173454906492;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0; ;3;,769230769230769;0;4;-1,1186219
20, Schüler;test20;45;1;2;0;1;0;0;-1;0;2;0;-1;1;0;1;0;0;0;0;-1;0;0;2;1;0;-1;0;0;-1;-1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;3;1;0;0;0;1;1;1;0;0;1;0;0;2;0;0;0;0;0;0;0;5;1;1;1;1;0;0;0;1;1;0;1;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ; ;3;2;3;1;1;4;4;1;1;4;2;3;2;4;3;2;2;1;4;3;3;3;2;3;3;3; ; ; ; ; ;2;1;1;2;1;1;1;2;1;2;4;2;2;3;0;11;1.Keyboard(bisschen);2;übersprungen;übersprungen;0;0;0;0;5;6;7;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;SYRIEN;1;1;1;1;1;1;1;2;4;1;0;1;1;1;1;1;1;0;0;0;1;0;übersprungen;übersprungen;Arabisch;Arabisch / Deutsch;,0758024000000001;-1,27287;-,47609;-,37322;,81632;-2,62906;,2816;-,30932;,55379;-2,62894;,46462;-,22475;-,4799625;,416666666666667;2;2,5;2,4;3;3; ;1,33333333333333;2,22222222222222;0;0;1;1;1;,615384615384615;1;1;1;1;3;9,26637357070176;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0; ;3;,615384615384615;,466666666666667;3;,0758024000000001
30, schüler;test30;41;1;2;0;1;0;2;0;-1;-1;-1;0;1;-1;1;0;-1;-1;-1;0;2;-1;2;1;-1;0;-1;-1;0;-1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;2;1;1;1;1;0;0;1;3;2;1;1;0;0;0;0;1;1;1;1;1;0;4;0;0;0;0;1;1;1;6;1;0;0;1;1;0;0;1;1;0;1;1;1;3;5; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;1;2;2;2;4;2;1;1;1;2;4;1;3;4;3;2;3;4;3;4;2;4;2;2;3;2;2;3;3; ;2;2;1;2;2;2;3;3;2;3;4;3;2;3;0;12;0;2;2;übersprungen;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7;8;0; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;Deutschland;2;2;2;1;1;1;3;3;3;1;1;1;1;0;1;1;1;0;0;1;1;1;kasachstan;Holland;Englisch;ENGLISCH;,9566932;-1,02141;,53556;1,39872;,47632;-,0144;,2816;1,52672;,22539;-,01445;,46462;,59882;,55057;,5;1,8;1,25;3;3,4;2,33333333333333;2,5;1,83333333333333;2,77777777777778;0;0;,5;0;0;,769230769230769;1;1;0;1;2;10,9935552200278;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0; ;4;,769230769230769;,133333333333333;6;,9566932
4, Schüler;test4;38;0;2;0;-1;0;-1;0;-1;-1;-1;1;-1;-1;-1;1;1;1;-1;1;2;0;-1;0;-1;-1;0;2;1;-1;-1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;4;1;1;0;1;0;0;1;1;0;0;1;0;0;3;0;0;1;0;0;0;0;3;1;0;0;1;0;0;0;1;0;0;1;1;1;3;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;1;2;1;1;2;2;1;1;1;1;2;3;3;2;1;1;1;1;2;1;3;2;2;2;3;2;1;2;4; ;2;1;1;1;2;1;3;3;4;3;4;3;2;3;0;12;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;--;1;1;1;1;1;1;2;2;3;1;0;0;1;1;1;1;1;0;0;0;1;1;türkei;türkei;deutsch und türkisch;deutsch und türkisch;-,5483225;-,5835;-,7417425;-,73137;,11734;-1,73141;-,62153;-,93943;-,12521;-1,73133;-,81994;-,82562;-,9039775;,166666666666667;1,4;1,25;1,6;1,8;2,33333333333333;2,25;1,33333333333333;3;0;0;1;1;0;,615384615384615;1;1; ; ; ;8,15846113382297;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0; ;2;,615384615384615;,0666666666666667;4;-,5483225
8, Schüler;test8;36;-1;-1;-1;1;0;2;1;1;-1;1;0;0;2;-1;-1;0;-1;-1;0;-1;0;-1;1;-1;0;1;-1;0;-1;-1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;3;2;1;1;0;0;0;0;1;1;0;1;1;0;1;1;4;1;0;1;0;0;4;0;0;0;0;0;1;1;0;1;0;1;0;4;4;4; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;4;4;3;3;3;2;3;1;1;2;4;4;1;3;3;3;3;3;3;3;3;3;3;2;1;1;3;3;3;3; ;2;1;1;1;2;2;3;3;2;3;3;3;1;2;1;12;klavier;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0; ;0;0;3;1;deutschlan;1;1;1;1;1;1;3;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;deutschland;deutschland;deutsch;deutsch;,4576224;-1,27287;-,09427;-,03043;,81632;-,0144;-1,14857;-,01639;,55379;-,01445;-,81994;-,03838;-,0742475;,75;3,4;1,75;3;3;1,33333333333333;3;1,5;2,44444444444444;0;1;1;1;1;1;0;0;1;1;1;9,90411329239019;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0; ;4;1;,4;5;,4576224
13, Schüler;OHG_21.06;36;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;4;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;3;4;2;3;2;2;1;1;1;4;1;4;4;4;4;4;4;4;4;4;4;4;2;2;2;1;1;1;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ;gatarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrreeeeeeeeeeeeeeeeeeeee;1;übersprungen;übersprungen;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;bosnien;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;bosnien;bosnien pur;beides;bosnisch;-,2585689;-4,37268;-2,4223625;-4,27065;-1,888;-1,73141;-1,79939;-4,37247;-2,10707;-1,73133;-1,33173;-2,18641;-2,38565;,416666666666667;3;1,25;4;4;2;1; ; ;0;0;1;1;0;1;1;1;1;1;3;5,84772216540766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;1;,266666666666667;6;-,2585689
5, Schüler;test5;36;-1;2;-1;0;0;-1;-1;-1;-1;1;0;-1;2;0;1;1;1;2;-1;-1;1;-1;0;-1;-1;0;-1;0;-1;-1;0;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;0;2;1;1;0;1;1;1;1;1;1;1;0;1;0;2;2;8;1;1;1;1;0;5;1;0;0;0;1;0;0;0;0;0;1;1;2;4;1; ;0;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;3;4;4;3;4;4;3;1;1;2;4;4;1;3;3;3;3;4;4;4;4;4;4;2;2;2;3;3;3;3; ;3;3;1;2;2;4;2;3;4;4;4;2;2;3;1;12;ich spiele geige;1;übersprungen;übersprungen;0;0;0;0;0;6;7;8;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;0;3;1;deutschland;2;2;2;1;1;1;2;2;4;1;1;1;1;1;1;1;1;0;1;1;1;1;deutschland;deutschland;deutsch;deutsch;,7226475;-,5835;,5292275;,65224;,81632;1,79692;-1,14857;,27233;,88112;1,79692;-1,33173;,32536;,40466;,333333333333333;3,6;1,75;3,2;4;2;3;2,5;2,88888888888889;0;1;,5;0;1;,923076923076923;0;0;0;0;0;10,9390725075118;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0; ;4;,923076923076923;,4;4;,7226475
9, Schüler;test9;42;0;2;0;1;0;-1;-1;0;2;1;1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;2;0;0;-1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1; ;1;0;übersprungen; ; ;übersprungen; ; ; ;0;2;2;1;2;1;2;4;2;1;1;1;4;3;2;3;2;3;1;2;2;1;2;1;2;4;4;4; ; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;ich weisssssssssssssssssssssssssss es nicht fragen wir die magische miesmuschel; ; ; ;0;0;0;0;5;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;--;2;1;2;1;1;1;1;1;4;1;1;0;1;1;1;1;1;0;0;0;1;1;--;--;miesisch;boah ey jetzt nerv net;-2,6995551;-1,27287;-3,2514475;-2,12443;-4,17339;-3,9619;-2,74607;-2,25815;-4,38751;-3,96177;-1,95753;-2,88339;-3,14124;0;1,6;1,25;2,2;1,6;4; ;1;1,33333333333333;0;0;,666666666666667;0;1;,692307692307692; ; ; ; ; ;4,35025212117643;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0; ;3;,692307692307692;,266666666666667;2; 
10, Schüler;test10;33;0;0;0;0;0;0;-1;-1;-1;0;-1;0;-1;0;-1;0;1;-1;-1;0;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;4;0;0;1;1;0;4;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1; ;4;4;4;4;4;4;1;1;1;1;1;1;1;1;0; ;nix;2;2;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;0;0;3;2;in französien;2;2;2;2;2;2;2; ;1;1;1;0;1;1;1;1;1;0;0;0;0;0;--;--;klingonisch;kp;-,4921566;-2,37817;-1,618805;-2,96538;-2,81171;-,54148;-,15665;-3,07974;-3,02742;-,54149;,05338;-1,41408;-1,6488175;0;1;1;1;1;4;1;4;1,33333333333333;0;0;0;0;0;,538461538461538; ; ;1; ; ;7,22148981851391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ;4;,538461538461538;0; ;-,4921566
14, Schüler;test14;46;0;2;0;0;0;0;0;1;0;0;0;-1;-1;0;0;0;0;2;0;0;0;2;0;0;0;1;2;-1;-1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;1;1;0;1;1;1;5;1;4;0;1;1;0;1;6;0;0;0;1;0;0;1;0;1;0;1;1;2;3;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;1;1;1;1;4;4;2;1;1;3;2;3;1;1;1;1;1;1;1;1;1;1;3;3;3;1; ;2;1; ;2;3;3;3;3;3;2;2;2;2;2;2;2; ;1;12;übersprungen; ; ; ;0;0;3;4;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;2;2;2;2;1;1;2;3;3;1;1;1;1;0;1;1;1;0;1;0;1;1;deutschland;--;deutsch;deutsch;,1037831;-1,56178;-,5983425;-1,56646;-,72838;,523;-,62153;-1,72188;-,95735;,52293;-,36772;-,71955;-,631005;,25;1,4;2;1;1;3; ;2,83333333333333; ;0;0;,333333333333333;0;0;,769230769230769;0; ;0; ; ;8,97900145273961;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0; ;2;,769230769230769;,4;5;,1037831
2, Schüler;test2;48;1;2;-1;0;-1;-1;1;1;2;1;1;0;2;-1;-1;1;1;-1;0;2;0;-1;-1;2;-1;-1;-1;-1;2;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;2;1;4;0;0;1;0;0;5;1;1;1;0;0;1;1;1;1;0;1;0;1;5;5; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;1;1;1;1;1;4;1;1;1;1;1;3;2;3;2;4;2;3;3;1;2;3;2;1;2;4;1;3;2;4; ;2;4;1;4;2;4;2;2;2;2;2;3;3;3;1;13;gitarre;1;1;1;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0; ;0;0;3;1;d;1;1;1;1;2;2;4;3;3;1;0;1;0;1;0;1;0;1;0;1;1;0;d;d;deutsch;deutsch;,1730581;,00047;,2833025;,30819;,11734;-,0144;,72208;,27233;-,12521;-,01445;,88766;,23492;,2550825;,666666666666667;1;1;2,8;2,2;2,33333333333333;2,5;2,83333333333333;2,22222222222222;0;1;,666666666666667;0;0;,538461538461538;1;1;1;1;3;10,3797588190333;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1; ;3;,538461538461538;0;7;,1730581
6, Schüler;test6;32;0;-1;0;-1;0;-1;-1;1;-1;1;1;0;-1;1;0;-1;-1;-1;-1;2;1;0;0;-1;-1;0;-1;0;-1;-1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;3;2;1;1;1;0;1;1;1;1;1;1;1;0;2;1;6;0;0;1;1;0;4;0;1;0;1;0;1;1;0;0;0;1;1;1;4;3; ;0;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;2;3;2;2;2;3;2;1;1;1;3;2;3;2;2;2;3;2;2;2;3;2;3;3;3;2;4;2;2;3; ;4;2;2;4;4;3;2;3;3;2;3;3;2;3;1;12;gitarre,floete;1;1;übersprungen;0;0;0;0;0;6;7;0;0;0;0;0;4;5;6;0;0;0; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;2;2;1;1;1;1;1;2;4;1;1;1;1;1;1;1;1;0;1;1;1;1;deutschland;deutschland;deutsch;deutsch;1,2622182;-1,02141;,841085;1,83518;1,16281;,523;-,15665;1,52672;,88112;,52293;-,36772;,69177;,6407625;,416666666666667;2,2;1,25;2,2;2,4;2,66666666666667;2,75;3,16666666666667;2,66666666666667;0;0;,666666666666667;0;1;,923076923076923;0;0;0;0;0;11,2172157320611;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0; ;2;,923076923076923;,2;3;1,2622182
11, Schüler;test11;38;-1;0;1;0;0;0;0;0;0;0;-1;1;0;1;0;0;0;0;0;-1;1;0;-1;0;-1;0;0;0;0;-1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;1;6;0;0;1;1;0;2;0;0;0;0;1;0;0;0;1;0;1;1;2;4;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;2;2;2;3;4;3;1;1;2;4;1;4;1;1;1;2;1;1;2;1;1;1;2;3;4;1;1;1;1; ;4;4;4;4;4;3;1;1;1;1;1;1;1;1;1; ;ich habe kyboard gespielt;2;2;2;0;0;0;0;5;6;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;afganistan aber geht sie garnichts an oder wollen sie spannen;1;1;1;1;1;1;3;3;4;1;1;1;1;1;1;1;1;0;1;0;1;1;--;--;alle;wass wohl afganisch;-,8661319;-1,56178;-1,5682575;-1,12045;-2,81171;-,54148;-1,79939;-,93943;-3,02728;-,54149;-1,33173;-1,28659;-1,4599825;,333333333333333;2,2;1,75;1,2;1,2;3;1;3,83333333333333;1,11111111111111;0;0;1;1;1;,846153846153846; ; ;1; ; ;7,51209973217875;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;1;,846153846153846;,4;6;-,8661319
15, Schüler;test15;50;0;2;-1;-1;1;2;-1;0;2;1;-1;0;-1;1;1;1;1;2;-1;2;1;-1;1;-1;-1;0;-1;0;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;1;0;3;2;7;1;0;1;0;0;4;1;1;1;1;1;0;0;1;1;0;0;1;1;2;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;1;3;1;1;3;1;1;1;1;4;2;3;3;1;4;1;1;1;1;1;1;1;3;3;4;3;2;1;1; ;4;2;4;2;3;3;1;1;1;1;1;1;1;1;1;12;querföte, blockflöte;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0; ; ; ; ; ; ; ; ; ;0; ;0;2;3;2;deutschland;2;2;2;2;1;1;1;3;2;1;1;1;1;0;1;1;1;0;0;0;1;0;deutschland;deutschland;deutsch;deutsch;-,7704984;,58417;-,35673;-1,56646;-1,24877;1,10671;,2816;-1,30045;-1,47223;1,10666;,46462;-,41671;-,30035;,0833333333333333;1,6;1;2;1;3,33333333333333;1,75;3;1,22222222222222;1;0;,333333333333333;0;0;,615384615384615;0;0;0;0;0;9,70227080589384;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0; ;2;,615384615384615;,2;4;-,7704984
