Name;Test;Gordonpunkte;GF1;GF2;GF3;GF4;GF5;GF6;GF7;GF8;GF9;GF10;GF11;GF12;GF13;GF14;GF15;GF16;GF17;GF18;GF19;GF20;GF21;GF22;GF23;GF24;GF25;GF26;GF27;GF28;GF29;GF30;D1124;D110akod;D110a;D110a15;D110a25;D110a35;D113akod;D113a;D113a16;D113a26;D113a56;D114a;D114c;D114d;D115a23;D115c12;D116;D11613;D118eMCeinfach;D119a;D119b13;D12012;D12022;D17;D19kod;D1916;D1926;D21dkod;D21c12;D21c22;D21d;D23b;D24a;D24b;D24e;D24h;D25a;D26a55;D26b1;D26b2;D110b12bzw.D3;D31a;D31b;D32kod;D32;D34akod;D34a;D36a;D36b;D37b;D37c;D41dkod;D41d;D41f1;D41f2;D41f3;D4215;D4235;D43a23;D43a33;D44a44;D45a14;D45a24;D45b26;Geschlecht;TK1;TK2;TK3;Vollzeit;V_Vater;V_Mutter;Teilzeit;T_Vater;T_Mutter;Arbeitslos;A_Vater;A_Mutter;Diverses;D_Vater;D_Mutter;MFam1;MFam2;MFam3;MFam4;MFam5;K1_del;K2;K3;K4;K5;K6;MS;MS1;MS2;MS3;MS4;MS5;MS6;FU1;FU2;FU3;FU4;FU5;IM1;IM2;IM3;B1;B2;B3;B4;Dis;Dis1;Dis2;Dis3;Dis4;Dis5;Dis6;Unt1;Unt2;Unt3;Unt4;Unt5;Unt6;Unt7;Unt8;Inst.Erfahrung;Alter;welcheInstrumente;Instrument1;Instrument2;Instrument3;I1_5J;I1_6J;I1_7J;I1_8J;I1_9J;I1_10J;I1_11J;I1_12J;I1_13J;I2_5J;I2_6J;I2_7J;I2_8J;I2_9J;I2_10J;I2_11J;I2_12J;I2_13J;I3_5J;I3_6J;I3_7J;I3_8J;I3_9J;I3_10J;I3_11J;I3_12J;I3_13J;Orch.Erfahrung;Chor_1Ja;Chor.in.Schule;Chor.außerhalb;Chor.nein;Früherziehung;Geb.Land;Mus1.Klasse;Mus2.Klasse;Mus3.Klasse;Mus4.Klasse;Mus5.Klasse;Mus6.Klasse;Note5.Klasse;Note6.1Klasse;Bücheranzahl;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;Mutterland;Vaterland;Spr.zuHause;Spr.mitEltern;Theta_achieve;Theta_Gordon;Theta_D1_4;Theta_D1;Theta_D2;Theta_D3;Theta_D4;erstTheta_D1;erstTheta_D2;erstTheta_D3;erstTheta_D4;erstTheta_U;erstTheta_D1_4;TKkod;MFamkod;Kkod;MSkod;FUkod;IMkod;Bkod;Diskod;Untkod;Chorkod;Früherkod;MusKlkod;Muskldicho;Bücherkod;Wkod;Mutterkod;Vaterkod;Geb.landkod;Migrationkoddich;Migrationkod;Theta_Vek;GF1kod;GF2kod;GF3kod;GF4kod;GF5kod;GF6kod;GF7kod;GF8kod;GF9kod;GF10kod;GF11kod;GF12kod;GF13kod;GF14kod;GF15kod;GF16kod;GF17kod;GF18kod;GF19kod;GF20kod;GF21kod;GF22kod;GF23kod;GF24kod;GF25kod;GF26kod;GF27kod;GF28kod;GF29kod;GF30kod;testvar2;unbegabtrekod;wwwkod;kkkkod;Notekod;theta_achieve_ausreiser
19, Schüler;test19;46;0;2;-1;0;1;-1;0;1;2;-1;1;1;-1;1;1;0;0;-1;1;-1;-1;2;1;-1;0;1;-1;-1;2;-1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;4;3;1;1;1;1;1;0;1;1;0;1;1;0;2;1;4;0;0;1;0;0;5;0;0;0;1;1;0;0;1;1;1;1;1;5;5;2; ;1;2; ;0;2;übersprungen; ; ;übersprungen; ; ;3;2;2;2;2;4;2;2;2;2;3;3;2;3;3;2;2;2;4;3;3;3;4;4;4;3;3;3;3;3; ;4;4;3;3;3;3;2;2;2;2;2;2;2;2;1;12;flÖte, Gitarre,Keyboard;1;1;2;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0; ;1;0;0;1;deutschland;2;2;2;1;1;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;deutschland;deutschland;deutsch;deutsch;,3058681;,00047;,4161125;,30819;2,05439;-,54148;-,15665;,56332;2,20326;-,54149;,05338;,59882;,5696175;,75;2,2;2;2,4;3,4;3,66666666666667;3;3,33333333333333;2,22222222222222;1;1;,5;0;1;1;0;0;0;0;0;11,2776064016617;0;1;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0; ;3;1;,4;4;,3058681
22, Schüler;test22;45;0;-1;1;0;1;2;0;1;2;1;1;-1;-1;0;1;0;1;-1;-1;-1;0;2;-1;-1;-1;0;-1;0;2;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;4;2;1;1;0;1;1;1;1;1;0;1;1;0;3;1;5;0;1;1;1;1;6;0;0;0;1;1;0;1;1;1;1;1;1;2;5;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;4;2;2;3;2;3;3;2;1;1;4;3;2;3;2;2;1;2;2;3;3;1;2;3;2;4;3;3;3;3; ;4;2;2;2;2;2;3;2;2;3;3;2;1;1;1;12;sopranino,sopran-,alt- und tenorflöte;1;1;1;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0; ;0;0;3;2;deutschland;2;1;1;1;1;1;2;1;4;1;1;0;1;1;1;0;1;0;1;0;1;1;deutschland;deutschland;deutsch;deutsch;1,0664934;-,18992;1,077735;1,01148;2,05439;,52299;,72208;1,18034;2,20326;,52293;,88767;1,18763;1,19855;,416666666666667;2,6;1,75;2;2,2;3;3;2,33333333333333;2,22222222222222;0;0;,833333333333333;0;1;,692307692307692;0;0;0;0;0;12,4731610943377;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0; ;3;,692307692307692;,4;3;1,0664934
29, Schüler;test29;49;-1;2;1;-1;0;2;0;1;-1;1;1;1;2;1;-1;1;1;-1;-1;2;1;2;0;-1;-1;-1;-1;-1;2;-1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;4;3;1;0;1;0;1;1;1;1;1;1;1;0;2;1;5;0;0;1;1;0;5;0;0;0;1;1;0;1;1;1;0;1;1;2;4;2; ;1;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;4;4;4;4;4;3;3;1;2;4;4;4;1;4;4;4;3;4;4;4;4;4;4;1;1;1;3;3;3;2; ;2;1;1;1;2;1;2;3;3;3;3;2;2;2;1;12;Flöte,Klavier,Cello;1;1;2;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0; ;0;0;3;1;Deutschland;1;2;2;2;1;1;1;1;5;1;1;0;1;1;1;1;1;0;0;1;0;1;Deutschland;Deutschland;Deutsch;deutsch,englisch;,7404541;,58417;1,1542225;1,39872;2,85182;,523;-,15665;1,18034;2,20326;,52293;,05338;,98125;,9899775;,416666666666667;4;2,5;3,8;4;1;2,75;1,33333333333333;2,33333333333333;0;1;,5;0;1;,692307692307692;0;0;0;0;0;11,9687787855612;0;1;1;0;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0; ;4;,692307692307692;,6;2;,7404541
4, Schüler;test4;54;0;2;1;-1;1;2;0;0;2;1;1;0;-1;0;0;1;-1;-1;-1;2;-1;-1;0;2;1;1;2;0;2;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;4;0;1;1;0;1;1;1;1;1;1;0;1;0;3;1;6;1;1;1;0;1;6;0;0;0;0;1;1;1;0;0;1;0;1;3;1;2; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;3;2;3;3;3;4;1;2;1;3;4;1;3;3;3;2;3;2;3;3;2;3;2;2;2;3;3;3;3; ;2;2;3;2;2;3;2;3;2;4;1;2;3;4;1;11;geige;1;übersprungen;übersprungen;0;2;3;4;5;6;7;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;0;2;deutschland;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;usa;deutschland;deutsch;deutsch;,1654509;,19083;,3746825;-,03043;1,16281;,523;-,15665;-,01639;1,23436;,52293;-,36772;,32536;,343295;,25;2,8;2;2,8;2,6;2;3;2,33333333333333;2,55555555555556;1;0;1;1;1;1;1;0;0;1;1;10,6266845922705;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0; ;4;1;,4;2;,1654509
12, Schüler;OHG_18.06-1;34;1;-1;1;0;1;-1;-1;-1;-1;-1;1;1;-1;1;0;-1;-1;-1;0;-1;1;-1;0;-1;1;-1;0;1;-1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;2;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;5;0;0;0;0;0;4;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.; ; ;,2761532;-1,02141;-,14498;-,37322;,11734;-1,09372;,76968;-,30932;-,12521;-1,09376;,89167;-,28638;-,159155; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;8,70565146250411;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0; ; ; ; ; ;,2761532
15, Schüler;test15;37;0;0;1;0;0;0;0;0;0;0;0;0;-1;1;1;1;1;-1;-1;-1;-1;-1;-1;0;0;0;-1;0;-1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;2;5;1;übersprungen; ; ; ;0;2; ;1;0;übersprungen; ; ;4;4;4;3;2;4;2;1;1;2;4;2;3;3;3;2;2;3;3;3;2;2;4;2;3;3;4;2;2;2; ;3; ;1;1;1;1;1;1;3;3;4;4;2;2;1;12;schlagzeug;1;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0; ;0;0;3;2;deutschland;1;1;1;1;1;1;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;brasilien;deutschland;deutsch;deutsch;-1,3071676;-1,27287;-1,85906;-2,12443;-,72838;-3,9619;-,62153;-1,30045;-,95735;-3,96176;-,36772;-1,28659;-1,64682;,416666666666667;3,4;1,5;2,6;2,8;2,66666666666667;2,5; ;2,44444444444444;0;0;1;1;0;1;1;0;0;1;1;7,29201177846004;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1; ;2;1;,333333333333333;7;-1,3071676
20, Schüler;test20;34;1;-1;1;0;1;2;-1;-1;-1;0;-1;0;-1;0;1;1;0;-1;-1;-1;0;-1;-1;-1;0;-1;-1;-1;2;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;1;1;0;1;1;1;5;0;2;0;0;0;0;0;2;1;1;1;0;1;0;0;0;1;0;0;0;3;3;1; ;1;0;übersprungen; ; ;übersprungen; ; ; ;0;2;2;2;2;2;2;4;3;1;1;2;4;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;1;2;1;1; ;3;3;4;1;3;1;1;1;1;1;1;1;1;1;0;12;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;germany;2;2;2;2;2;2;3;2;5;1;1;1;1;1;1;1;1;0;0;0;1;0;deutschland;deutschland;deutsch;deutsch;-,3726343;-1,02141;-,7937675;-,73137;-,72838;-1,09379;-,62153;-,93943;-,95735;-1,09376;-,36772;-,82562;-,839565;,333333333333333;2;1,75;2;2;3;1,25;2,5;1,22222222222222;0;0;0;0;1;,692307692307692;0;0;1;1;1;8,43944700233374;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;2;,692307692307692;,4;5;-,3726343
29, Schüler;test29;45;1;-1;1;-1;0;-1;1;0;-1;1;0;0;-1;1;0;-1;0;2;1;2;0;0;0;-1;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;1;4;0;1;0;0;0;2;0;0;0;1;1;0;0;0;1;0;1;0;1;2;1; ;0;2; ;1;0;übersprungen; ; ;übersprungen; ; ;2;2;2;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;3;4;4;2;2;2;2; ;4;2;2;3;3;3;2;2;2;2;2;2;2;2;0;12;keins;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;germany;1;1;1;1;1;1;2; ;2;1;1;1;1;1;1;1;1;1;0;1;0;0;deutschland;deutschland;deutsch;deutsch;-1,4200509;-,79433;-1,7231025;-2,12443;-1,888;-1,73141;-1,14857;-1,72193;-2,10706;-1,73133;-,81994;-1,54827;-1,595065;,0833333333333333;2;1;1;1;3,66666666666667;2;2,83333333333333;2,11111111111111;0;0;1;1;0;,769230769230769;0;0;1;1;1;6,74921363477257;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0; ;4;,769230769230769;0; ;-1,4200509
8, Schüler;test8;35;0;-1;-1;1;-1;2;1;0;-1;-1;1;1;-1;-1;-1;0;-1;-1;0;-1;1;-1;1;-1;0;1;-1;-1;2;-1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;2;1;1;0;0;0;0;1;1;1;0;0;0;0;3;2;8;1;1;1;0;0;4;0;0;0;0;1;0;0;0;0;0;0;1;2;1;2; ;1;0;übersprungen; ; ; ;0;2;übersprungen; ; ;3;2;2;3;2;3;2;1;2;2;2;2;3;3;2;2;3;2;2;3;2;2;2;2;2;1;2;3;3;3; ;3;2;2;1;1;2; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.;übersprungen;übersprungen;-,5197568;-1,02141;-,94089;-1,12045;,11734;-,0144;-2,74605;-,93943;-,12521;-,01445;-2,86541;-,82562;-,986125;,166666666666667;2,4;1,75;2,4;2,2;1,66666666666667;2,75;1,83333333333333; ; ; ; ;0; ; ; ; ; ; ; ;8,52815137294713;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0; ;2; ;,266666666666667; ;-,5197568
13, Schüler;test13;42;0;-1;0;0;1;2;0;-1;0;-1;0;0;2;-1;0;-1;0;-1;0;2;-1;0;0;0;-1;1;-1;0;2;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;2;0;1;1;1;0;0;0;2;3;1;0;0;0;0;1;1;0;0;1;0;0;2;1;4;1;0;1;0;0;3;1;1;1;0;0;0;0;0;1;0;1;1;1;4;1; ;1;0;übersprungen; ; ; ;0;2; ;0;2;3;3;2;3;1;3;4;1;1;2;3;3;2;4;3;2;3;3;4;4;3;3;4;1;2;1;2;1;1;3; ;3;3;2;4;2;4;2;3;1;1;2;2;1;1;1;11;1. saz türkische gitarre  2. keyboard;1;2;übersprungen;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;7;0;0; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;Deutschland;1;1;1;1;1;1;2;3;3;1;1;1;1;1;1;1;1;0;1;0;1;1;Türkei;Türkei;Türkisch;Türkisch;,3675449;-1,27287;-,1843475;,30819;,11734;-,54148;-,62144;-,01639;-,12521;-,54149;-,36772;-,22475;-,2627025;,25;2,4;2;3;3,6;1,33333333333333;1,75;3;1,55555555555556;0;0;1;1;0;,846153846153846;1;1;0;1;2;9,43893134112649;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1; ;3;,846153846153846;,4;5;,3675449
2, Schüler;test2;45;0;2;0;-1;0;2;0;0;-1;1;0;1;2;0;0;0;1;-1;0;2;-1;2;0;0;-1;0;-1;0;-1;-1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;4;3;1;0;0;0;1;1;1;1;0;0;0;0;3;1;4;0;1;1;1;0;5;1;1;1;1;1;0;1;1;0;1;0;0;5;5;2; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1;1;1;4;2;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.;übersprungen;übersprungen;,7622691;-,79433;,4592175;-,37322;1,55295;-,54148;1,19862;-,30932;1,23436;-,54149;,88767;,32536;,317805;,75;1,4;1,25; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;10,7003408578886;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0; ; ; ;,133333333333333; ;,7622691
21, Schüler;test21;36;-1;2;0;0;0;-1;-1;1;-1;1;1;1;0;0;-1;0;-1;-1;1;-1;0;-1;1;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0; ; ; ; ; ; ;0; ; ;0;1;0;2;0;1;1;0;0;1;0;1;1;1;1;0;1;6;2;8;0;0;1;0;1;6;1;1;1;0;1;0;1;1;1;1;1;0;1;5;2; ;1;0;übersprungen; ; ;übersprungen; ; ; ;0;2;3;1;2;1;1;4;2;1;1;1;2;3;2;2;1;2;1;1;1;1;2;1;1;3;2;3;3;2;2;2; ;3;2;3;2;3;3;3;3;3;3;3;2;3;2;0;12;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;2;2;1;1;1;1;2;3;4;1;1;0;1;0;0;1;1;0;0;1;1;0;deutschland;türkei;deutsch;deutsch;,2354616;-,79433;-,0675899999999999;-2,68184;,11734;,523;1,77114;-2,72931;-,12521;,52293;1,91689;,01133;-,103675;,416666666666667;1,6;1,25;1,4;1,2;2,66666666666667;2,25;2,66666666666667;2,77777777777778;0;0;,666666666666667;0;1;,538461538461538;0;1;0;1;1;10,3253767853285;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0; ;3;,538461538461538;,133333333333333;5;,2354616
26, Schüler;test26;37;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;-1;1;2;0;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;4;0;0;0;1;0;4;0;0;0;1;0;0;0;1;0;0;0;0;2;1;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;3;3;1;3;3;2;1;1;1;3;2;3;2;2;3;1;1;1;1;1;1;1;3;4;4;3; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;12;keins; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;deutschland;2;2;2;2;2;2;3;3;1;1;1;1;1;1;1;1;1;0;1;1;0;1;Deutschland;Deutschland;deutsch;deutsch und assyrisch (aramäisch);,1391245;-3,12935;-1,3781375;-,73137;-1,888;-1,09379;-1,79939;-,93943;-2,10706;-1,09376;-1,95753;-1,41408;-1,524445;,0833333333333333;2,6;1,25;1,8;1;3,66666666666667; ; ; ;0;0;0;0;0;,846153846153846;0;0;0;0;0;7,16567176456611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0; ;2;,846153846153846;,2;6;,1391245
30, schüler;test30;39;-1;-1;-1;1;1;-1;-1;-1;-1;0;1;-1;2;-1;0;1;0;0;-1;2;1;0;1;0;1;0;0;-1;0;-1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;2;0;1;0;0;0;0;0;1;1;0;0;0;0;2;1;4;1;0;1;0;0;3;0;0;0;0;0;0;0;1;1;1;1;0;1;2;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;1;1;2;1;2;2;1;1;1;2;1;4;2;4;3;4;4;2;4;4;4;4;4;4;4;4;4;4;4; ;3;1;1;3;1;1;4;4;4;4;4;4;4;4;0;12;keins;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0;0;3;2;Deutschland;2;2;2;2;1;1;3;3;3;1;1;1;1;1;1;1;1;0;1;1;0;1;Türkei;Deutschland;deutsch/türkisch;türkisch/deutsch;-,7197459;-,79433;-1,0227975;-1,12045;-,72838;-1,09379;-1,14857;-,93943;-,95735;-1,09376;-,81994;-,93486;-,95262;,0833333333333333;1,6;1,25;3,4;3,6;4;4;1,66666666666667;4;0;0;,333333333333333;0;0;,846153846153846;1;0;0;1;1;8,20122819320985;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0; ;1;,846153846153846;,133333333333333;6;-,7197459
6, Schüler;test6;38;0;-1;0;0;1;0;0;0;-1;-1;0;0;-1;-1;0;0;0;-1;1;2;0;-1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;2;1;2;1;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1; ; ;4;4;4;4;4;4;2; ;1;4; ;1;2; ;0; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.;übersprungen;übersprungen;-1,4707794;-1,56178;-2,172905;-2,96538;-1,24878;-1,73141;-2,74605;-3,07944;-1,47226;-1,73133;-2,86541;-2,18641;-2,28711;,166666666666667;1,8;4;1;1;3; ;4; ; ; ; ;0; ; ; ; ; ; ; ;5,71265221441845;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0; ;4; ;1; ;-1,4707794
9, Schüler;test9;46;1;2;-1;1;-1;2;1;0;-1;1;1;0;-1;0;1;0;0;-1;0;-1;0;-1;1;-1;1;0;-1;0;2;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0; ; ; ; ; ; ;0; ; ;0;1;0;2;1;1;1;1;0;1;0;1;1;1;1;1;1;6;1;5;1;1;1;1;1;6;1;0;0;1;0;1;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.; ; ;,9979541;-,79433;,6949025;-,64544;,81632;2,76538;-,15665;-,70681;,55379;2,76548;-,36772;,32265;,561185; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;11,2699050797689;1;1;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1; ; ; ; ; ;,9979541
1, Schüler;test1;54;0;0;-1;1;0;2;1;0;2;1;1;-1;2;-1;0;1;1;2;-1;2;1;0;0;0;0;1;-1;0;2;-1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;1;1;1;0;3;2;7;1;0;0;0;1;6;0;0;0;0;1;0;0;1;0;0;1;0;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.;.;übersprungen;übersprungen;-1,3482219;,00047;-1,2379775;-2,96538;-1,888;,523;-,62153;-1,72193;-2,10706;,52293;-,81994;-1,04772;-1,0315;,333333333333333; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;8,07236287366964;0;0;0;1;0;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0; ; ; ; ; ;-1,3482219
