"kill" "bedunsort" "unbedunsort" "unbedsort"
"1" NA 0 0 0
"2" NA 0.812502027486049 0.812502027486049 2.72177695370786
"3" NA 0.882385447676187 0.886199665919448 2.42350680778829
"4" NA 0.909272872544664 0.945644435154694 2.32922700586576
"5" NA 0.870010257485116 0.957537614260631 2.06835886841378
"6" NA 0.965980521057946 0.996230982026551 1.74201880750994
"7" NA 0.845624460784778 0.985581634941451 0.999806907136611
"8" NA 0.868247016400566 0.997423614771629 0.99912623448742
"9" NA 0.947550951123401 0.998388597292369 0.998785817815795
"10" NA 0.889671845238266 0.979979494126518 0.998388597292369
"11" NA 0.945639188350687 0.9931611807145 0.99793454154683
"12" NA 0.935559193823096 0.969823843491374 0.997423614771629
"13" NA 0.612403565559219 0.6840225663912 0.99685577658924
"14" NA 0.884135836129206 0.998785817815795 0.996230982026551
"15" NA 0.869506897487809 0.893555232115844 0.995549181565353
"16" NA 0.814399374541447 0.862511993478436 0.9931611807145
"17" NA 0.915045724894889 0.99912623448742 0.99025789985731
"18" NA 0.768505857307708 0.874662825614728 0.985581634941451
"19" NA 0.722128000695649 0.876819237064922 0.979979494126518
"20" NA 0.931454257016208 0.96982384343065 0.979979494126518
"21" NA 0.831589253530003 0.914043407522185 0.971663496107436
"22" NA 0.644525085233484 0.822251244817028 0.969823843491374
"23" NA 0.823520567573198 0.94045981011112 0.96982384343065
"24" NA 0.892522720992578 0.99025789985731 0.963949240574243
"25" NA 1.87425697180549 2.06835886841378 0.957537614260631
"26" NA 1.48709499179397 1.74201880750994 0.948144732614235
"27" NA 0.606996416501245 0.80751454362244 0.945644435154694
"28" NA 0.707817931359443 0.971663496107436 0.94045981011112
"29" NA 0.820579687931535 0.889910755671881 0.935028244411223
"30" NA 0.385889685160818 0.508445074367023 0.926413515044388
"31" NA 0.901087984263112 0.995549181565353 0.917231486261638
"32" NA 0.819116703462991 0.935028244411223 0.917231486261637
"33" NA 0.309042676148584 0.544647623089629 0.914043407522185
"34" NA 0.335339355310038 0.723164373323159 0.907474315491032
"35" NA 0.800398086845607 0.99685577658924 0.897133468394211
"36" NA 0.723125415917177 0.897133468394211 0.893555232115844
"37" NA 0.62618372008319 0.812502027486049 0.889910755671881
"38" NA 2.13467193915124 2.32922700586576 0.886199665919448
"39" NA 2.44199219994816 2.72177695370786 0.878576100687934
"40" NA 0.769474956884264 0.979979494126518 0.876819237064922
"41" NA 0.785417235486898 0.917231486261637 0.874662825614728
"42" NA 0.530078203530994 0.858323245493063 0.862511993478436
"43" NA 0.744834057737749 0.963949240574243 0.858323245493063
"44" NA 2.09864850350185 2.42350680778829 0.854064496501171
"45" NA 0.795718605774526 0.99793454154683 0.822251244817028
"46" NA 0.528673528331761 0.948144732614235 0.812502027486049
"47" NA 0.273520784101726 0.926413515044388 0.812502027486049
"48" NA 0.678855563114405 0.907474315491032 0.80751454362244
"49" NA 0.867134593468111 0.999806907136611 0.770433401566566
"50" NA 0.517119926618615 0.770433401566566 0.759119965936186
"51" NA 0.636871173412163 0.917231486261638 0.729372235737817
"52" NA 0.540315763138391 0.854064496501171 0.723164373323159
"53" NA 0.596221174127775 0.878576100687934 0.6840225663912
"54" NA 0.480052850436229 0.759119965936186 0.544647623089629
"55" NA 0.453034975297091 0.729372235737817 0.508445074367023
