25.03 37.06 38.09 25.75266 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 25.03 37.06 38.09 22.82003 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 18.02 25.03 37.06 38.09 17.34859 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 18.02 25.03 37.06 38.09 42.01 15.41906 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 18.02 25.03 37.06 38.09 42.01 49.01 13.86049 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 18.02 25.03 37.06 38.09 42.01 49.01 53.01 12.1514 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 18.02 25.03 37.06 38.09 42.01 49.01 53.01 10.84689 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 15.01 18.02 25.03 37.06 38.09 42.01 49.01 53.01 9.313304 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 15.01 18.02 25.03 37.06 38.09 40.01 42.01 49.01 53.01 8.278794 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 15.01 18.02 19.01 25.03 37.06 38.09 40.01 42.01 49.01 53.01 7.3701 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 15.01 18.02 19.01 25.03 29.01 37.06 38.09 40.01 42.01 49.01 53.01 6.577063 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 14.01 15.01 18.02 19.01 25.03 29.01 30.01 37.06 38.09 40.01 42.01 49.01 53.01 5.778869 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 14.01 15.01 18.02 19.01 25.03 29.01 30.01 37.06 38.09 40.01 42.01 49.01 53.01 5.15436 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 14.01 15.01 18.02 19.01 25.03 29.01 30.01 34.01 37.06 38.09 40.01 42.01 49.01 53.01 4.508327 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 14.01 15.01 18.02 19.01 25.03 29.01 30.01 34.01 37.06 38.09 40.01 42.01 47.01 49.01 53.01 3.888771 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 14.01 15.01 18.02 19.01 25.03 28.01 29.01 30.01 34.01 37.06 38.09 40.01 42.01 47.01 49.01 53.01 3.379745 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 11.01 14.01 15.01 18.02 19.01 25.03 28.01 29.01 30.01 34.01 37.06 38.09 40.01 42.01 47.01 49.01 53.01 2.928174 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 11.01 14.01 15.01 18.02 19.01 25.03 28.01 29.01 30.01 34.01 37.06 38.09 40.01 42.01 47.01 48.01 49.01 53.01 2.496472 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.01 7.01 11.01 14.01 15.01 18.02 19.01 25.03 28.01 29.01 30.01 34.01 37.06 38.09 40.01 42.01 47.01 48.01 49.01 50.01 53.01 2.183922 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
